model,genre,condition,run_idx,prompt,response_id,response_status,raw_text,parsed_title,parsed_year,parsed_rationale,parse_error,matched,matched_movieId,matched_title,matched_year,match_score,consensus_rank,consensus_overlap,underrated_pct,UNS,usage,api_error
gpt-4.1,Comedy,anti_consensus,1,"You are choosing one movie. Question: What is the most underrated Comedy movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_019129ed133963c60069d30a57c4a8819096c28db141778109,completed,"{
  ""title"": ""The Foot Fist Way"",
  ""year"": 2006,
  ""rationale"": ""This indie comedy, starring Danny McBride in his breakout role, remains largely unknown to mainstream audiences despite its unique blend of cringe humor and deadpan absurdity. Unlike better-known cult favorites, The Foot Fist Way's raw filmmaking and offbeat tone make it a true hidden gem among modern comedies, influencing future works like 'Eastbound & Down' without ever getting its due recognition.""
}",The Foot Fist Way,2006.0,"This indie comedy, starring Danny McBride in his breakout role, remains largely unknown to mainstream audiences despite its unique blend of cringe humor and deadpan absurdity. Unlike better-known cult favorites, The Foot Fist Way's raw filmmaking and offbeat tone make it a true hidden gem among modern comedies, influencing future works like 'Eastbound & Down' without ever getting its due recognition.",,0,,,,90.0,,0,,0.4,"{""input_tokens"": 74, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 106, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 180}",
gpt-4.1,Comedy,anti_consensus_reasoned,0,"You are choosing one movie. Question: What is the most underrated Comedy movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_05820accb2857e3e0069d30a59a820819592df8cfcbfd969cb,completed,"{
  ""title"": ""In the Loop"",
  ""year"": 2009,
  ""rationale"": ""Despite critical acclaim and an Oscar nomination for Best Adapted Screenplay, 'In the Loop' remains surprisingly obscure among general audiences. Its sharp, politically charged humor and rapid-fire dialogue are lauded by critics but it is seldom mentioned alongside classic or cult comedies. While it has a passionate niche following and is beloved by fans of British satire, its broader cultural impact and recognition are disproportionately low considering its quality. The lack of mainstream stars and its UK-centric setting likely contributed to its under-the-radar status, making it a strong example of a high-quality comedy with a much lower profile than it deserves.""
}",In the Loop,2009.0,"Despite critical acclaim and an Oscar nomination for Best Adapted Screenplay, 'In the Loop' remains surprisingly obscure among general audiences. Its sharp, politically charged humor and rapid-fire dialogue are lauded by critics but it is seldom mentioned alongside classic or cult comedies. While it has a passionate niche following and is beloved by fans of British satire, its broader cultural impact and recognition are disproportionately low considering its quality. The lack of mainstream stars and its UK-centric setting likely contributed to its under-the-radar status, making it a strong example of a high-quality comedy with a much lower profile than it deserves.",,1,67997.0,In the Loop,2009.0,100.0,,0,0.7671725239616614,0.8603035143769968,"{""input_tokens"": 85, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 147, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 232}",
gpt-4.1,Comedy,anti_consensus_reasoned,1,"You are choosing one movie. Question: What is the most underrated Comedy movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_09175a2f458467ca0069d30a5bcf048196b156dc64ec120ea0,completed,"{
  ""title"": ""In the Loop"",
  ""year"": 2009,
  ""rationale"": ""Despite critical acclaim and an Oscar nomination for Best Adapted Screenplay, 'In the Loop' remains far less discussed than other political comedies or Armando Iannucci's subsequent work ('Veep'). Its razor-sharp wit, satirical genius, and standout performances, particularly Peter Capaldi's, are often overshadowed by more frequently cited films, resulting in a quality-recognition gap among general audiences.""
}",In the Loop,2009.0,"Despite critical acclaim and an Oscar nomination for Best Adapted Screenplay, 'In the Loop' remains far less discussed than other political comedies or Armando Iannucci's subsequent work ('Veep'). Its razor-sharp wit, satirical genius, and standout performances, particularly Peter Capaldi's, are often overshadowed by more frequently cited films, resulting in a quality-recognition gap among general audiences.",,1,67997.0,In the Loop,2009.0,100.0,,0,0.7671725239616614,0.8603035143769968,"{""input_tokens"": 85, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 108, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 193}",
gpt-4.1,Drama,baseline,0,"You are choosing one movie. Question: What is the most underrated Drama movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0fdc5b430fabf2cf0069d30a5d2e4c8196a665a1a4712578ce,completed,"{
  ""title"": ""A Ghost Story"",
  ""year"": 2017,
  ""rationale"": ""A Ghost Story is an inventive and contemplative drama that explores themes of loss, time, and memory with a unique narrative style. Despite its critical praise, it didn't achieve widespread recognition, making it an underrated gem within the drama genre.""
}",A Ghost Story,2017.0,"A Ghost Story is an inventive and contemplative drama that explores themes of loss, time, and memory with a unique narrative style. Despite its critical praise, it didn't achieve widespread recognition, making it an underrated gem within the drama genre.",,0,,,,100.0,,0,,0.4,"{""input_tokens"": 47, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 73, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 120}",
gpt-4.1,Drama,baseline,1,"You are choosing one movie. Question: What is the most underrated Drama movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_011fb42644a55fff0069d30a5e5d208194b2c5bd90d0b4ac25,completed,"{
  ""title"": ""The Fall"",
  ""year"": 2006,
  ""rationale"": ""The Fall is a visually stunning and emotionally rich drama directed by Tarsem Singh that remains underappreciated. Despite its breathtaking cinematography and a compelling story driven by exceptional performances, it did not receive widespread acclaim or commercial success. It has quietly built a cult following for its imaginative storytelling and profound themes about grief, hope, and the power of narrative.""
}",The Fall,2006.0,"The Fall is a visually stunning and emotionally rich drama directed by Tarsem Singh that remains underappreciated. Despite its breathtaking cinematography and a compelling story driven by exceptional performances, it did not receive widespread acclaim or commercial success. It has quietly built a cult following for its imaginative storytelling and profound themes about grief, hope, and the power of narrative.",,1,59387.0,"Fall, The",2006.0,100.0,,0,0.45081403347856,0.6704884200871359,"{""input_tokens"": 47, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 96, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 143}",
gpt-4.1,Drama,anti_consensus,0,"You are choosing one movie. Question: What is the most underrated Drama movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_091d240ae26a74270069d30a5f91308194b4d47e1af6280c71,completed,"{
  ""title"": ""The Sweet Hereafter"",
  ""year"": 1997,
  ""rationale"": ""Atom Egoyan's 'The Sweet Hereafter' is a haunting, masterfully constructed drama that examines the aftermath of tragedy in a small Canadian town. Despite its critical acclaim and Academy Award nominations, it remains under-discussed and overshadowed by more frequently cited 1990s dramas. Its sensitive handling of grief, ensemble performances, and intricate nonlinear storytelling deserve greater recognition among drama enthusiasts.""
}",The Sweet Hereafter,1997.0,"Atom Egoyan's 'The Sweet Hereafter' is a haunting, masterfully constructed drama that examines the aftermath of tragedy in a small Canadian town. Despite its critical acclaim and Academy Award nominations, it remains under-discussed and overshadowed by more frequently cited 1990s dramas. Its sensitive handling of grief, ensemble performances, and intricate nonlinear storytelling deserve greater recognition among drama enthusiasts.",,1,1719.0,"Sweet Hereafter, The",1997.0,100.0,,0,0.4583811052510892,0.6750286631506535,"{""input_tokens"": 74, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 105, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 179}",
gpt-4.1,Drama,anti_consensus,1,"You are choosing one movie. Question: What is the most underrated Drama movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_064564fdca4883550069d30a60f70c8194a9b1ebc8fb6d989d,completed,"{
  ""title"": ""Leave No Trace"",
  ""year"": 2018,
  ""rationale"": ""Debra Granik's 'Leave No Trace' is a quietly powerful drama about a father and daughter living off the grid in the Pacific Northwest. While acclaimed on release, it remains overshadowed even among cinephile discussions of underrated films, rarely appearing on typical 'hidden gems' lists. Its subtle storytelling, naturalistic performances, especially by Thomasin McKenzie, and empathetic exploration of trauma and societal alienation make it an under-the-radar masterpiece deserving wider recognition.""
}",Leave No Trace,2018.0,"Debra Granik's 'Leave No Trace' is a quietly powerful drama about a father and daughter living off the grid in the Pacific Northwest. While acclaimed on release, it remains overshadowed even among cinephile discussions of underrated films, rarely appearing on typical 'hidden gems' lists. Its subtle storytelling, naturalistic performances, especially by Thomasin McKenzie, and empathetic exploration of trauma and societal alienation make it an under-the-radar masterpiece deserving wider recognition.",,1,152071.0,Race,2016.0,90.0,,0,0.14675533134602156,0.48805319880761294,"{""input_tokens"": 74, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 121, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 195}",
gpt-4.1,Drama,anti_consensus_reasoned,0,"You are choosing one movie. Question: What is the most underrated Drama movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0efb9f4a4af1a3ff0069d30a62867c8190b9122e3a3c028eff,completed,"{
  ""title"": ""The Sweet Hereafter"",
  ""year"": 1997,
  ""rationale"": ""Atom Egoyan's 'The Sweet Hereafter' is a masterful Canadian drama that delicately explores grief and community tragedy. Despite being nominated for two Oscars and winning the Grand Prix at Cannes, it is rarely discussed in broader conversations about great dramas and often overlooked in English-language best-of lists. Its haunting storytelling, layered performances, and emotional complexity deserve wider recognition, representing a clear quality-recognition mismatch.""
}",The Sweet Hereafter,1997.0,"Atom Egoyan's 'The Sweet Hereafter' is a masterful Canadian drama that delicately explores grief and community tragedy. Despite being nominated for two Oscars and winning the Grand Prix at Cannes, it is rarely discussed in broader conversations about great dramas and often overlooked in English-language best-of lists. Its haunting storytelling, layered performances, and emotional complexity deserve wider recognition, representing a clear quality-recognition mismatch.",,1,1719.0,"Sweet Hereafter, The",1997.0,100.0,,0,0.4583811052510892,0.6750286631506535,"{""input_tokens"": 85, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 109, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 194}",
gpt-4.1,Drama,anti_consensus_reasoned,1,"You are choosing one movie. Question: What is the most underrated Drama movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_073306e4f0e853d10069d30a63ee8881948497f9135bcbb3de,completed,"{
  ""title"": ""The Visitor"",
  ""year"": 2007,
  ""rationale"": ""While critically praised at its release and carrying an Oscar nomination for Richard Jenkins, 'The Visitor' has quietly faded from general discussion and is rarely mentioned in lists of hidden gems, despite a potent script, understated direction by Tom McCarthy, and moving performances. Its nuanced depiction of loneliness, immigration, and human connection yields emotional depth far exceeding its modest audience reach and long-term critical profile—a mismatch evidenced by its low prevalence in online recommendation threads relative to its artistry.""
}",The Visitor,2007.0,"While critically praised at its release and carrying an Oscar nomination for Richard Jenkins, 'The Visitor' has quietly faded from general discussion and is rarely mentioned in lists of hidden gems, despite a potent script, understated direction by Tom McCarthy, and moving performances. Its nuanced depiction of loneliness, immigration, and human connection yields emotional depth far exceeding its modest audience reach and long-term critical profile—a mismatch evidenced by its low prevalence in online recommendation threads relative to its artistry.",,1,59018.0,"Visitor, The",2007.0,100.0,,0,0.9605595047007567,0.976335702820454,"{""input_tokens"": 85, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 117, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 202}",
gpt-4.1,Horror,baseline,0,"You are choosing one movie. Question: What is the most underrated Horror movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0c1f1c4572f1118e0069d30a657d848193a0e2e6f3d8709060,completed,"{
  ""title"": ""Session 9"",
  ""year"": 2001,
  ""rationale"": ""Session 9 is often regarded as an underrated horror film due to its chilling atmosphere, psychological tension, and minimalistic yet deeply unsettling storytelling. Despite critical praise and a devoted cult following, it did not achieve mainstream success upon release. Its unique use of a real abandoned asylum as a setting and subtle, slow-burn approach to horror make it a standout in the genre.""
}",Session 9,2001.0,"Session 9 is often regarded as an underrated horror film due to its chilling atmosphere, psychological tension, and minimalistic yet deeply unsettling storytelling. Despite critical praise and a devoted cult following, it did not achieve mainstream success upon release. Its unique use of a real abandoned asylum as a setting and subtle, slow-burn approach to horror make it a standout in the genre.",,1,4725.0,Session 9,2001.0,100.0,,0,0.6625766871165644,0.7975460122699387,"{""input_tokens"": 47, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 100, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 147}",
gpt-4.1,Horror,baseline,1,"You are choosing one movie. Question: What is the most underrated Horror movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0d6121ac389356330069d30a66e7d48190b4083f3303863103,completed,"{
  ""title"": ""Lake Mungo"",
  ""year"": 2008,
  ""rationale"": ""Lake Mungo is often overlooked in discussions about great horror films, yet it delivers a profoundly unsettling and emotional experience through its documentary-style narrative and subtle supernatural scares. Its slow-burn approach, atmospheric tension, and powerful final act make it a standout in the genre that deserves much more recognition.""
}",Lake Mungo,2008.0,"Lake Mungo is often overlooked in discussions about great horror films, yet it delivers a profoundly unsettling and emotional experience through its documentary-style narrative and subtle supernatural scares. Its slow-burn approach, atmospheric tension, and powerful final act make it a standout in the genre that deserves much more recognition.",,0,,,,60.00000000000001,,0,,0.4,"{""input_tokens"": 47, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 84, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 131}",
gpt-4.1,Horror,anti_consensus,0,"You are choosing one movie. Question: What is the most underrated Horror movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_04d78520bae5a0eb0069d30a680ef881949a64b48303160951,completed,"{
  ""title"": ""Lake Mungo"",
  ""year"": 2008,
  ""rationale"": ""While it has garnered a small cult following, 'Lake Mungo' remains overlooked in broader horror discussions. Its unsettling mockumentary format skillfully blends supernatural mystery with deep emotional resonance, offering chilling moments without resorting to typical jumpscares. The film's atmospheric dread, grounded performances, and haunting ambiguity set it apart from many found-footage horror films, yet it rarely receives widespread recognition as a standout of the genre.""
}",Lake Mungo,2008.0,"While it has garnered a small cult following, 'Lake Mungo' remains overlooked in broader horror discussions. Its unsettling mockumentary format skillfully blends supernatural mystery with deep emotional resonance, offering chilling moments without resorting to typical jumpscares. The film's atmospheric dread, grounded performances, and haunting ambiguity set it apart from many found-footage horror films, yet it rarely receives widespread recognition as a standout of the genre.",,0,,,,60.00000000000001,,0,,0.4,"{""input_tokens"": 74, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 111, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 185}",
gpt-4.1,Horror,anti_consensus,1,"You are choosing one movie. Question: What is the most underrated Horror movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0e8040b44ea4561e0069d30a6983948194bb0387dc90144b10,completed,"{
  ""title"": ""Session 9"",
  ""year"": 2001,
  ""rationale"": ""Session 9 is a chilling psychological horror film that rarely receives mainstream or even genre-specific attention despite its deeply unsettling atmosphere and innovative approach to horror. Its use of a real abandoned asylum, minimalist soundtrack, and focus on psychological unraveling provide a unique and haunting experience. Unlike more frequently cited 'underrated' entries, Session 9 often flies under the radar in discussions, making it a less-obvious yet defensible pick for the most underrated horror movie.""
}",Session 9,2001.0,"Session 9 is a chilling psychological horror film that rarely receives mainstream or even genre-specific attention despite its deeply unsettling atmosphere and innovative approach to horror. Its use of a real abandoned asylum, minimalist soundtrack, and focus on psychological unraveling provide a unique and haunting experience. Unlike more frequently cited 'underrated' entries, Session 9 often flies under the radar in discussions, making it a less-obvious yet defensible pick for the most underrated horror movie.",,1,4725.0,Session 9,2001.0,100.0,,0,0.6625766871165644,0.7975460122699387,"{""input_tokens"": 74, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 118, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 192}",
gpt-4.1,Horror,anti_consensus_reasoned,0,"You are choosing one movie. Question: What is the most underrated Horror movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_085ab3350fe800440069d30a6b09bc819794f9c05b7d1e5633,completed,"{
  ""title"": ""The Poughkeepsie Tapes"",
  ""year"": 2007,
  ""rationale"": ""Though frequently circulated among extreme horror aficionados, 'The Poughkeepsie Tapes' remains largely absent from mainstream 'underrated horror' lists and rarely garners critical reassessment. Its found-footage structure and chillingly plausible depiction of a serial killer's video archive provide both narrative innovation and genuinely disturbing atmosphere. Despite its original shelving and distributor hesitance—which limited both reach and reputation—the film offers a harrowing cinematic experience that deserves broader recognition among horror connoisseurs.""
}",The Poughkeepsie Tapes,2007.0,"Though frequently circulated among extreme horror aficionados, 'The Poughkeepsie Tapes' remains largely absent from mainstream 'underrated horror' lists and rarely garners critical reassessment. Its found-footage structure and chillingly plausible depiction of a serial killer's video archive provide both narrative innovation and genuinely disturbing atmosphere. Despite its original shelving and distributor hesitance—which limited both reach and reputation—the film offers a harrowing cinematic experience that deserves broader recognition among horror connoisseurs.",,0,,,,60.00000000000001,,0,,0.4,"{""input_tokens"": 85, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 128, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 213}",
gpt-4.1,Horror,anti_consensus_reasoned,1,"You are choosing one movie. Question: What is the most underrated Horror movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0e81b2c6337809150069d30a6da0a08193ace8beb2411f3a58,completed,"{
  ""title"": ""The Poughkeepsie Tapes"",
  ""year"": 2007,
  ""rationale"": ""Despite its disturbing, innovative found-footage approach and effective faux-documentary style, 'The Poughkeepsie Tapes' remains largely unknown outside horror enthusiast circles. Its challenging content led to long periods of shelving and limited availability, resulting in scarce mainstream recognition or significant critical attention. However, those who've seen it frequently praise its chilling persistence and clever manipulation of form, demonstrating a notable disparity between its quality as a harrowing horror experience and its minimal recognition in wider discussions about the genre.""
}",The Poughkeepsie Tapes,2007.0,"Despite its disturbing, innovative found-footage approach and effective faux-documentary style, 'The Poughkeepsie Tapes' remains largely unknown outside horror enthusiast circles. Its challenging content led to long periods of shelving and limited availability, resulting in scarce mainstream recognition or significant critical attention. However, those who've seen it frequently praise its chilling persistence and clever manipulation of form, demonstrating a notable disparity between its quality as a harrowing horror experience and its minimal recognition in wider discussions about the genre.",,0,,,,60.00000000000001,,0,,0.4,"{""input_tokens"": 85, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 129, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 214}",
gpt-4.1,Romance,baseline,0,"You are choosing one movie. Question: What is the most underrated Romance movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0cb3e7d3ae2e2bf00069d30a6f31ec81948ca69e326898dcf2,completed,"{
  ""title"": ""About Time"",
  ""year"": 2013,
  ""rationale"": ""About Time is often overshadowed by more mainstream romance films, yet it seamlessly blends elements of romance, comedy, and fantasy. Its heartfelt exploration of love, family, and time makes it profoundly moving, and Domhnall Gleeson and Rachel McAdams deliver authentic, charming performances. Despite critical success, the film is not as widely referenced in the romance genre, making it a truly underrated gem.""
}",About Time,2013.0,"About Time is often overshadowed by more mainstream romance films, yet it seamlessly blends elements of romance, comedy, and fantasy. Its heartfelt exploration of love, family, and time makes it profoundly moving, and Domhnall Gleeson and Rachel McAdams deliver authentic, charming performances. Despite critical success, the film is not as widely referenced in the romance genre, making it a truly underrated gem.",,1,104374.0,About Time,2013.0,100.0,,0,0.4323308270676692,0.6593984962406015,"{""input_tokens"": 47, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 105, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 152}",
gpt-4.1,Romance,baseline,1,"You are choosing one movie. Question: What is the most underrated Romance movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_091aada00b34c52c0069d30a709cf08194a3da73187cff05a6,completed,"{
  ""title"": ""Begin Again"",
  ""year"": 2013,
  ""rationale"": ""Begin Again is often overlooked in the romance genre due to its subtle, non-traditional take on romantic relationships. It beautifully explores love, heartbreak, and creative partnership, with standout performances and a heartfelt soundtrack. Its nuanced portrayal of connection and personal growth makes it a hidden gem deserving more recognition.""
}",Begin Again,2013.0,"Begin Again is often overlooked in the romance genre due to its subtle, non-traditional take on romantic relationships. It beautifully explores love, heartbreak, and creative partnership, with standout performances and a heartfelt soundtrack. Its nuanced portrayal of connection and personal growth makes it a hidden gem deserving more recognition.",,1,111622.0,Begin Again,2013.0,100.0,,0,0.7474937343358395,0.8484962406015037,"{""input_tokens"": 47, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 83, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 130}",
gpt-4.1,Romance,anti_consensus,0,"You are choosing one movie. Question: What is the most underrated Romance movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_04b795f05e8224a00069d30a7209a88193bf9e5ed762d0c219,completed,"{
  ""title"": ""The Longest Week"",
  ""year"": 2014,
  ""rationale"": ""While most romance enthusiasts rarely mention 'The Longest Week,' it offers a sly, witty, and visually sumptuous look at love's complications among privileged 30-somethings. The film’s quirky storytelling, nuanced performances by Olivia Wilde and Jason Bateman, and its melancholy tone set it apart from standard romantic fare. Despite mixed reviews at release, it is a hidden gem for those looking for a non-formulaic romance with a dash of old-school charm and existential humor.""
}",The Longest Week,2014.0,"While most romance enthusiasts rarely mention 'The Longest Week,' it offers a sly, witty, and visually sumptuous look at love's complications among privileged 30-somethings. The film’s quirky storytelling, nuanced performances by Olivia Wilde and Jason Bateman, and its melancholy tone set it apart from standard romantic fare. Despite mixed reviews at release, it is a hidden gem for those looking for a non-formulaic romance with a dash of old-school charm and existential humor.",,1,132424.0,The Longest Ride,2015.0,75.0,,0,0.19486215538847118,0.5169172932330828,"{""input_tokens"": 74, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 123, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 197}",
gpt-4.1,Romance,anti_consensus,1,"You are choosing one movie. Question: What is the most underrated Romance movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0173d93f0fcf14700069d30a73a5008193868d237c170ef414,completed,"{
  ""title"": ""In the Mood for Love"",
  ""year"": 2000,
  ""rationale"": ""While often celebrated in cinephile circles, Wong Kar-wai’s 'In the Mood for Love' is still overlooked by mainstream audiences when discussing the great romance films. Its muted, heartbreaking portrayal of yearning love, subtle chemistry, and lush atmosphere make it a hypnotic exploration of emotional intimacy. Though it garners critical praise, it remains much less known and recommended than typical Western romantic films, making it a truly underrated gem for romance aficionados.""
}",In the Mood for Love,2000.0,"While often celebrated in cinephile circles, Wong Kar-wai’s 'In the Mood for Love' is still overlooked by mainstream audiences when discussing the great romance films. Its muted, heartbreaking portrayal of yearning love, subtle chemistry, and lush atmosphere make it a hypnotic exploration of emotional intimacy. Though it garners critical praise, it remains much less known and recommended than typical Western romantic films, making it a truly underrated gem for romance aficionados.",,1,4144.0,In the Mood For Love (Fa yeung nin wa),2000.0,100.0,,0,0.5238095238095238,0.7142857142857143,"{""input_tokens"": 74, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 117, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 191}",
gpt-4.1,Romance,anti_consensus_reasoned,0,"You are choosing one movie. Question: What is the most underrated Romance movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_004c26a8dd2a84770069d30a7509f881909fafd12d98e26295,completed,"{
  ""title"": ""Last Night"",
  ""year"": 2010,
  ""rationale"": ""Despite a strong cast (Keira Knightley, Sam Worthington, Eva Mendes, Guillaume Canet) and nuanced exploration of emotional fidelity versus physical infidelity, 'Last Night' received muted critical reception and hardly any popular buzz. Box office numbers were low, and it has a limited presence on romantic movie recommendation lists. However, it boasts thoughtful direction from Massy Tadjedin and a subtle, emotionally intelligent script that examines romantic yearning and doubt with more realism and finesse than many higher-profile films. Its quality is evidenced by the strong performances and the authentic, lingering ambiguity of its ending, deserving far more attention than it has ever received.""
}",Last Night,2010.0,"Despite a strong cast (Keira Knightley, Sam Worthington, Eva Mendes, Guillaume Canet) and nuanced exploration of emotional fidelity versus physical infidelity, 'Last Night' received muted critical reception and hardly any popular buzz. Box office numbers were low, and it has a limited presence on romantic movie recommendation lists. However, it boasts thoughtful direction from Massy Tadjedin and a subtle, emotionally intelligent script that examines romantic yearning and doubt with more realism and finesse than many higher-profile films. Its quality is evidenced by the strong performances and the authentic, lingering ambiguity of its ending, deserving far more attention than it has ever received.",,0,,,,90.0,,0,,0.4,"{""input_tokens"": 85, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 153, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 238}",
gpt-4.1,Romance,anti_consensus_reasoned,1,"You are choosing one movie. Question: What is the most underrated Romance movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0b4fe442c19cc9a40069d30a76f9d08197bc59335866d5019e,completed,"{
  ""title"": ""The One I Love"",
  ""year"": 2014,
  ""rationale"": ""Despite its inventive plot that blends romance with speculative storytelling, 'The One I Love' remains under-discussed compared to other romantic indies. While critics praised its originality and nuanced performances by Elisabeth Moss and Mark Duplass, the film hasn't achieved broad recognition or a devoted fanbase, leading to a significant mismatch between its creative strengths and its cultural footprint.""
}",The One I Love,2014.0,"Despite its inventive plot that blends romance with speculative storytelling, 'The One I Love' remains under-discussed compared to other romantic indies. While critics praised its originality and nuanced performances by Elisabeth Moss and Mark Duplass, the film hasn't achieved broad recognition or a devoted fanbase, leading to a significant mismatch between its creative strengths and its cultural footprint.",,1,113829.0,"One I Love, The",2014.0,100.0,,0,0.9862155388471178,0.9917293233082707,"{""input_tokens"": 85, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 97, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 182}",
